filename,width,height,class,xmin,ymin,xmax,ymax
frame10224.jpg,1000,800,CigaretteButt,397,14,501,112
frame10224.jpg,1000,800,CigaretteButt,172,480,257,578
frame10224.jpg,1000,800,CigaretteButt,470,595,558,728
frame10224.jpg,1000,800,CigaretteButt,725,569,783,716
frame10230.jpg,1000,800,CigaretteButt,389,16,478,118
frame10230.jpg,1000,800,CigaretteButt,186,481,272,579
frame10230.jpg,1000,800,CigaretteButt,472,568,562,697
frame10230.jpg,1000,800,CigaretteButt,719,518,770,659
frame10236.jpg,1000,800,CigaretteButt,372,66,448,162
frame10236.jpg,1000,800,CigaretteButt,187,530,284,616
frame10236.jpg,1000,800,CigaretteButt,470,590,563,716
frame10236.jpg,1000,800,CigaretteButt,711,523,758,661
frame10242.jpg,1000,800,CigaretteButt,356,96,434,196
frame10242.jpg,1000,800,CigaretteButt,200,578,286,648
frame10242.jpg,1000,800,CigaretteButt,475,607,561,719
frame10242.jpg,1000,800,CigaretteButt,709,523,751,661
frame10248.jpg,1000,800,CigaretteButt,342,137,423,235
frame10248.jpg,1000,800,CigaretteButt,218,619,302,681
frame10248.jpg,1000,800,CigaretteButt,485,619,576,729
frame10248.jpg,1000,800,CigaretteButt,708,516,750,646
frame10254.jpg,1000,800,CigaretteButt,350,147,420,245
frame10254.jpg,1000,800,CigaretteButt,245,625,323,679
frame10254.jpg,1000,800,CigaretteButt,503,607,592,706
frame10254.jpg,1000,800,CigaretteButt,719,486,762,617
frame1026.jpg,1000,800,CigaretteButt,322,196,370,318
frame10260.jpg,1000,800,CigaretteButt,351,156,420,255
frame10260.jpg,1000,800,CigaretteButt,252,625,345,681
frame10260.jpg,1000,800,CigaretteButt,512,603,595,696
frame10260.jpg,1000,800,CigaretteButt,719,478,765,612
frame10266.jpg,1000,800,CigaretteButt,350,166,415,262
frame10266.jpg,1000,800,CigaretteButt,255,642,333,698
frame10266.jpg,1000,800,CigaretteButt,507,613,602,714
frame10266.jpg,1000,800,CigaretteButt,714,486,762,609
frame10272.jpg,1000,800,CigaretteButt,356,152,417,247
frame10272.jpg,1000,800,CigaretteButt,257,625,341,684
frame10272.jpg,1000,800,CigaretteButt,512,598,602,692
frame10272.jpg,1000,800,CigaretteButt,717,469,768,603
frame10278.jpg,1000,800,CigaretteButt,364,155,431,255
frame10278.jpg,1000,800,CigaretteButt,273,626,363,687
frame10278.jpg,1000,800,CigaretteButt,525,601,615,697
frame10278.jpg,1000,800,CigaretteButt,731,468,778,601
frame10291.jpg,1000,800,CigaretteButt,230,429,295,570
frame10306.jpg,1000,800,CigaretteButt,236,430,302,572
frame1032.jpg,1000,800,CigaretteButt,337,194,384,316
frame10321.jpg,1000,800,CigaretteButt,280,411,348,553
frame10336.jpg,1000,800,CigaretteButt,370,407,441,553
frame10351.jpg,1000,800,CigaretteButt,441,397,514,551
frame10366.jpg,1000,800,CigaretteButt,515,419,584,561
frame1038.jpg,1000,800,CigaretteButt,359,191,408,312
frame10381.jpg,1000,800,CigaretteButt,581,431,650,579
frame10396.jpg,1000,800,CigaretteButt,635,423,698,573
frame10411.jpg,1000,800,CigaretteButt,631,350,697,502
frame10426.jpg,1000,800,CigaretteButt,651,246,715,400
frame1044.jpg,1000,800,CigaretteButt,384,190,426,306
frame10441.jpg,1000,800,CigaretteButt,651,176,717,331
frame10456.jpg,1000,800,CigaretteButt,598,147,664,302
frame10471.jpg,1000,800,CigaretteButt,518,116,589,274
frame10486.jpg,1000,800,CigaretteButt,425,133,497,291
frame1050.jpg,1000,800,CigaretteButt,397,197,451,320
frame10501.jpg,1000,800,CigaretteButt,346,116,423,279
frame10516.jpg,1000,800,CigaretteButt,284,112,355,273
frame10531.jpg,1000,800,CigaretteButt,223,109,281,266
frame10546.jpg,1000,800,CigaretteButt,161,89,226,244
frame1056.jpg,1000,800,CigaretteButt,405,195,463,318
frame10561.jpg,1000,800,CigaretteButt,108,79,176,237
frame10576.jpg,1000,800,CigaretteButt,75,203,150,369
frame10591.jpg,1000,800,CigaretteButt,97,296,168,455
frame10606.jpg,1000,800,CigaretteButt,161,319,229,475
frame1062.jpg,1000,800,CigaretteButt,418,194,473,318
frame10621.jpg,1000,800,CigaretteButt,205,312,270,472
frame10636.jpg,1000,800,CigaretteButt,231,308,297,470
frame10651.jpg,1000,800,CigaretteButt,274,336,337,492
frame10666.jpg,1000,800,CigaretteButt,608,291,715,408
frame1068.jpg,1000,800,CigaretteButt,602,485,692,566
frame10681.jpg,1000,800,CigaretteButt,612,245,724,362
frame10696.jpg,1000,800,CigaretteButt,601,175,712,291
frame10711.jpg,1000,800,CigaretteButt,587,130,697,246
frame10726.jpg,1000,800,CigaretteButt,519,125,631,242
frame1074.jpg,1000,800,CigaretteButt,601,480,694,562
frame10741.jpg,1000,800,CigaretteButt,486,119,597,234
frame10756.jpg,1000,800,CigaretteButt,381,135,500,251
frame10771.jpg,1000,800,CigaretteButt,319,131,436,252
frame10786.jpg,1000,800,CigaretteButt,240,141,361,261
frame1080.jpg,1000,800,CigaretteButt,595,457,700,542
frame10801.jpg,1000,800,CigaretteButt,152,161,276,281
frame1086.jpg,1000,800,CigaretteButt,598,446,700,531
frame10876.jpg,1000,800,CigaretteButt,85,552,209,692
frame10891.jpg,1000,800,CigaretteButt,118,548,242,684
frame10906.jpg,1000,800,CigaretteButt,191,544,319,683
frame1092.jpg,1000,800,CigaretteButt,606,412,705,495
frame10921.jpg,1000,800,CigaretteButt,312,524,435,659
frame10936.jpg,1000,800,CigaretteButt,373,518,498,662
frame10951.jpg,1000,800,CigaretteButt,414,441,536,578
frame10966.jpg,1000,800,CigaretteButt,463,436,590,575
frame1098.jpg,1000,800,CigaretteButt,613,361,708,445
frame10981.jpg,1000,800,CigaretteButt,472,519,597,670
frame10996.jpg,1000,800,CigaretteButt,550,567,674,723
frame11011.jpg,1000,800,CigaretteButt,622,541,745,691
frame11026.jpg,1000,800,CigaretteButt,672,547,794,697
frame1104.jpg,1000,800,CigaretteButt,619,318,718,403
frame1110.jpg,1000,800,CigaretteButt,623,294,725,384
frame11101.jpg,1000,800,CigaretteButt,647,409,770,555
frame11116.jpg,1000,800,CigaretteButt,369,550,425,701
frame11131.jpg,1000,800,CigaretteButt,408,548,465,700
frame1116.jpg,1000,800,CigaretteButt,630,251,730,333
frame11161.jpg,1000,800,CigaretteButt,497,561,558,716
frame11176.jpg,1000,800,CigaretteButt,555,572,611,729
frame11191.jpg,1000,800,CigaretteButt,615,555,673,714
frame11206.jpg,1000,800,CigaretteButt,662,555,722,719
frame1122.jpg,1000,800,CigaretteButt,635,203,730,283
frame11221.jpg,1000,800,CigaretteButt,675,489,734,653
frame11236.jpg,1000,800,CigaretteButt,680,375,739,536
frame11251.jpg,1000,800,CigaretteButt,674,283,734,451
frame1128.jpg,1000,800,CigaretteButt,659,156,763,245
frame11326.jpg,1000,800,CigaretteButt,397,162,453,331
frame1134.jpg,1000,800,CigaretteButt,646,139,740,225
frame11341.jpg,1000,800,CigaretteButt,294,169,355,337
frame11356.jpg,1000,800,CigaretteButt,225,172,283,339
frame11371.jpg,1000,800,CigaretteButt,215,209,269,380
frame11386.jpg,1000,800,CigaretteButt,225,294,276,458
frame1140.jpg,1000,800,CigaretteButt,639,131,734,224
frame11401.jpg,1000,800,CigaretteButt,253,363,311,524
frame11416.jpg,1000,800,CigaretteButt,329,363,389,531
frame11431.jpg,1000,800,CigaretteButt,376,355,441,525
frame11446.jpg,1000,800,CigaretteButt,407,159,514,285
frame11446.jpg,1000,800,CigaretteButt,669,98,747,263
frame1146.jpg,1000,800,CigaretteButt,608,135,705,233
frame11461.jpg,1000,800,CigaretteButt,340,156,461,289
frame11461.jpg,1000,800,CigaretteButt,608,94,685,257
frame11476.jpg,1000,800,CigaretteButt,325,156,436,285
frame11476.jpg,1000,800,CigaretteButt,594,94,664,257
frame1152.jpg,1000,800,CigaretteButt,567,144,665,237
frame11551.jpg,1000,800,CigaretteButt,122,150,240,280
frame11551.jpg,1000,800,CigaretteButt,391,84,465,247
frame11566.jpg,1000,800,CigaretteButt,118,158,233,290
frame11566.jpg,1000,800,CigaretteButt,385,95,461,256
frame1158.jpg,1000,800,CigaretteButt,557,129,652,218
frame11581.jpg,1000,800,CigaretteButt,129,201,239,328
frame11581.jpg,1000,800,CigaretteButt,397,131,472,297
frame11596.jpg,1000,800,CigaretteButt,130,268,245,395
frame11596.jpg,1000,800,CigaretteButt,394,196,472,356
frame11611.jpg,1000,800,CigaretteButt,137,326,248,452
frame11611.jpg,1000,800,CigaretteButt,405,251,480,408
frame11626.jpg,1000,800,CigaretteButt,147,368,258,497
frame11626.jpg,1000,800,CigaretteButt,415,294,492,453
frame1164.jpg,1000,800,CigaretteButt,540,128,633,219
frame11641.jpg,1000,800,CigaretteButt,155,418,267,541
frame11641.jpg,1000,800,CigaretteButt,425,342,500,498
frame11656.jpg,1000,800,CigaretteButt,167,464,281,590
frame11656.jpg,1000,800,CigaretteButt,434,391,512,551
frame11671.jpg,1000,800,CigaretteButt,179,494,286,616
frame11671.jpg,1000,800,CigaretteButt,445,419,523,579
frame11686.jpg,1000,800,CigaretteButt,200,500,317,625
frame11686.jpg,1000,800,CigaretteButt,470,430,546,591
frame1170.jpg,1000,800,CigaretteButt,509,142,609,228
frame11701.jpg,1000,800,CigaretteButt,235,509,355,636
frame11701.jpg,1000,800,CigaretteButt,505,440,583,601
frame11716.jpg,1000,800,CigaretteButt,302,490,419,616
frame11716.jpg,1000,800,CigaretteButt,579,422,656,586
frame11731.jpg,1000,800,CigaretteButt,335,492,459,624
frame11731.jpg,1000,800,CigaretteButt,619,434,691,596
frame11746.jpg,1000,800,CigaretteButt,374,489,487,622
frame11746.jpg,1000,800,CigaretteButt,658,428,734,591
frame1176.jpg,1000,800,CigaretteButt,483,159,578,252
frame11761.jpg,1000,800,CigaretteButt,415,483,528,616
frame11761.jpg,1000,800,CigaretteButt,700,423,781,589
frame11776.jpg,1000,800,CigaretteButt,431,462,545,602
frame11776.jpg,1000,800,CigaretteButt,720,405,795,572
frame11791.jpg,1000,800,CigaretteButt,437,425,550,564
frame11791.jpg,1000,800,CigaretteButt,724,364,805,536
frame11806.jpg,1000,800,CigaretteButt,435,383,550,524
frame11806.jpg,1000,800,CigaretteButt,722,324,803,498
frame1182.jpg,1000,800,CigaretteButt,452,183,547,276
frame11821.jpg,1000,800,CigaretteButt,423,328,544,469
frame11821.jpg,1000,800,CigaretteButt,717,269,798,441
frame11836.jpg,1000,800,CigaretteButt,391,451,496,591
frame11836.jpg,1000,800,CigaretteButt,731,580,856,641
frame11851.jpg,1000,800,CigaretteButt,376,458,481,598
frame11851.jpg,1000,800,CigaretteButt,714,583,844,641
frame1188.jpg,1000,800,CigaretteButt,413,192,514,284
frame11911.jpg,1000,800,CigaretteButt,220,462,331,605
frame11911.jpg,1000,800,CigaretteButt,559,578,686,640
frame11926.jpg,1000,800,CigaretteButt,168,469,278,616
frame11926.jpg,1000,800,CigaretteButt,507,585,634,647
frame1194.jpg,1000,800,CigaretteButt,374,196,470,290
frame11941.jpg,1000,800,CigaretteButt,119,474,230,617
frame11941.jpg,1000,800,CigaretteButt,473,590,590,652
frame11956.jpg,1000,800,CigaretteButt,78,490,189,629
frame11956.jpg,1000,800,CigaretteButt,430,606,546,659
frame11971.jpg,1000,800,CigaretteButt,69,491,174,629
frame11971.jpg,1000,800,CigaretteButt,414,603,531,657
frame11986.jpg,1000,800,CigaretteButt,58,448,168,586
frame11986.jpg,1000,800,CigaretteButt,401,563,517,620
frame12.jpg,1000,800,CigaretteButt,578,458,647,578
frame1200.jpg,1000,800,CigaretteButt,353,194,452,286
frame12001.jpg,1000,800,CigaretteButt,50,431,159,570
frame12001.jpg,1000,800,CigaretteButt,390,546,507,602
frame12016.jpg,1000,800,CigaretteButt,36,452,141,589
frame12016.jpg,1000,800,CigaretteButt,380,562,496,622
frame12031.jpg,1000,800,CigaretteButt,15,473,120,609
frame12031.jpg,1000,800,CigaretteButt,355,584,468,640
frame12046.jpg,1000,800,CigaretteButt,1,467,83,607
frame12046.jpg,1000,800,CigaretteButt,320,583,434,639
frame1206.jpg,1000,800,CigaretteButt,342,184,440,278
frame12061.jpg,1000,800,CigaretteButt,251,568,368,629
frame12076.jpg,1000,800,CigaretteButt,206,575,318,626
frame1212.jpg,1000,800,CigaretteButt,312,187,411,281
frame12136.jpg,1000,800,CigaretteButt,148,587,270,652
frame12151.jpg,1000,800,CigaretteButt,109,484,229,540
frame12166.jpg,1000,800,CigaretteButt,95,417,215,476
frame1218.jpg,1000,800,CigaretteButt,289,201,387,289
frame12181.jpg,1000,800,CigaretteButt,91,369,209,433
frame12196.jpg,1000,800,CigaretteButt,124,297,242,363
frame12211.jpg,1000,800,CigaretteButt,163,303,285,363
frame12226.jpg,1000,800,CigaretteButt,237,290,359,353
frame12241.jpg,1000,800,CigaretteButt,317,266,436,331
frame12286.jpg,1000,800,CigaretteButt,484,539,535,691
frame12286.jpg,1000,800,CigaretteButt,794,312,891,439
frame12301.jpg,1000,800,CigaretteButt,479,503,534,650
frame12301.jpg,1000,800,CigaretteButt,792,274,885,400
frame12316.jpg,1000,800,CigaretteButt,474,439,515,590
frame12316.jpg,1000,800,CigaretteButt,784,211,878,339
frame12331.jpg,1000,800,CigaretteButt,467,390,512,541
frame12331.jpg,1000,800,CigaretteButt,779,159,870,281
frame12346.jpg,1000,800,CigaretteButt,464,318,509,472
frame12346.jpg,1000,800,CigaretteButt,781,87,870,214
frame12361.jpg,1000,800,CigaretteButt,473,273,515,426
frame12361.jpg,1000,800,CigaretteButt,791,45,879,170
frame12376.jpg,1000,800,CigaretteButt,786,1,884,118
frame12376.jpg,1000,800,CigaretteButt,474,219,530,378
frame12436.jpg,1000,800,CigaretteButt,396,70,441,233
frame12451.jpg,1000,800,CigaretteButt,356,67,402,229
frame12466.jpg,1000,800,CigaretteButt,314,64,367,225
frame12481.jpg,1000,800,CigaretteButt,251,75,307,237
frame12496.jpg,1000,800,CigaretteButt,215,83,259,247
frame12511.jpg,1000,800,CigaretteButt,187,84,233,245
frame12511.jpg,1000,800,CigaretteButt,813,1,927,37
frame12526.jpg,1000,800,CigaretteButt,186,83,230,240
frame12526.jpg,1000,800,CigaretteButt,809,1,928,50
frame12541.jpg,1000,800,CigaretteButt,200,136,250,297
frame12541.jpg,1000,800,CigaretteButt,817,44,940,112
frame12556.jpg,1000,800,CigaretteButt,186,179,234,346
frame12556.jpg,1000,800,CigaretteButt,814,90,930,150
frame12556.jpg,1000,800,CigaretteButt,509,1,609,95
frame12571.jpg,1000,800,CigaretteButt,175,258,228,420
frame12571.jpg,1000,800,CigaretteButt,506,39,597,169
frame12571.jpg,1000,800,CigaretteButt,809,158,925,218
frame12586.jpg,1000,800,CigaretteButt,178,323,224,483
frame12586.jpg,1000,800,CigaretteButt,500,103,597,239
frame12586.jpg,1000,800,CigaretteButt,806,223,924,279
frame1260.jpg,1000,800,CigaretteButt,273,447,373,537
frame12601.jpg,1000,800,CigaretteButt,164,372,217,526
frame12601.jpg,1000,800,CigaretteButt,496,148,594,280
frame12601.jpg,1000,800,CigaretteButt,796,272,915,325
frame1266.jpg,1000,800,CigaretteButt,285,479,385,572
frame12661.jpg,1000,800,CigaretteButt,217,502,268,667
frame12661.jpg,1000,800,CigaretteButt,541,285,637,419
frame12661.jpg,1000,800,CigaretteButt,853,411,969,469
frame12676.jpg,1000,800,CigaretteButt,287,509,333,672
frame12676.jpg,1000,800,CigaretteButt,620,285,709,413
frame12676.jpg,1000,800,CigaretteButt,925,409,1000,478
frame12691.jpg,1000,800,CigaretteButt,334,487,383,647
frame12691.jpg,1000,800,CigaretteButt,673,263,772,397
frame12706.jpg,1000,800,CigaretteButt,374,489,422,659
frame12706.jpg,1000,800,CigaretteButt,719,261,817,398
frame1272.jpg,1000,800,CigaretteButt,285,516,379,602
frame12721.jpg,1000,800,CigaretteButt,423,502,472,668
frame12721.jpg,1000,800,CigaretteButt,765,267,863,401
frame12736.jpg,1000,800,CigaretteButt,470,512,520,685
frame12736.jpg,1000,800,CigaretteButt,820,275,923,412
frame12751.jpg,1000,800,CigaretteButt,555,508,605,680
frame12751.jpg,1000,800,CigaretteButt,905,267,1000,400
frame12766.jpg,1000,800,CigaretteButt,608,508,657,686
frame1278.jpg,1000,800,CigaretteButt,270,524,368,611
frame12781.jpg,1000,800,CigaretteButt,658,511,706,683
frame12796.jpg,1000,800,CigaretteButt,663,455,761,607
frame12811.jpg,1000,800,CigaretteButt,644,442,739,592
frame12826.jpg,1000,800,CigaretteButt,575,437,675,592
frame1284.jpg,1000,800,CigaretteButt,275,561,372,652
frame12886.jpg,1000,800,CigaretteButt,329,379,439,539
frame1290.jpg,1000,800,CigaretteButt,256,573,362,668
frame12901.jpg,1000,800,CigaretteButt,333,285,435,444
frame12916.jpg,1000,800,CigaretteButt,314,189,419,345
frame12931.jpg,1000,800,CigaretteButt,357,135,464,303
frame12946.jpg,1000,800,CigaretteButt,451,169,555,336
frame1296.jpg,1000,800,CigaretteButt,220,578,319,667
frame12961.jpg,1000,800,CigaretteButt,557,157,678,328
frame12976.jpg,1000,800,CigaretteButt,603,172,712,351
frame12991.jpg,1000,800,CigaretteButt,587,252,709,431
frame13006.jpg,1000,800,CigaretteButt,586,355,696,525
frame1302.jpg,1000,800,CigaretteButt,176,590,283,686
frame13021.jpg,1000,800,CigaretteButt,489,339,608,511
frame13036.jpg,1000,800,CigaretteButt,376,346,491,518
frame13051.jpg,1000,800,CigaretteButt,302,363,415,535
frame13066.jpg,1000,800,CigaretteButt,235,346,348,512
frame1308.jpg,1000,800,CigaretteButt,183,595,287,689
frame13081.jpg,1000,800,CigaretteButt,174,361,284,533
frame13096.jpg,1000,800,CigaretteButt,174,444,281,614
frame13111.jpg,1000,800,CigaretteButt,175,506,289,675
frame13126.jpg,1000,800,CigaretteButt,602,487,672,685
frame13141.jpg,1000,800,CigaretteButt,561,491,623,685
frame13156.jpg,1000,800,CigaretteButt,494,487,552,686
frame13171.jpg,1000,800,CigaretteButt,430,489,495,686
frame13186.jpg,1000,800,CigaretteButt,374,472,444,672
frame132.jpg,1000,800,CigaretteButt,705,131,774,261
frame13201.jpg,1000,800,CigaretteButt,264,470,336,684
frame13216.jpg,1000,800,CigaretteButt,214,469,291,673
frame13231.jpg,1000,800,CigaretteButt,229,397,298,607
frame13246.jpg,1000,800,CigaretteButt,245,280,315,486
frame1326.jpg,1000,800,CigaretteButt,137,647,235,741
frame13261.jpg,1000,800,CigaretteButt,269,194,339,397
frame1332.jpg,1000,800,CigaretteButt,122,602,228,692
frame13321.jpg,1000,800,CigaretteButt,475,119,540,335
frame13336.jpg,1000,800,CigaretteButt,581,117,647,344
frame13351.jpg,1000,800,CigaretteButt,619,159,686,391
frame13366.jpg,1000,800,CigaretteButt,630,262,696,490
frame1338.jpg,1000,800,CigaretteButt,115,513,219,612
frame13381.jpg,1000,800,CigaretteButt,642,324,709,552
frame13396.jpg,1000,800,CigaretteButt,640,342,702,569
frame13411.jpg,1000,800,CigaretteButt,557,340,625,569
frame13426.jpg,1000,800,CigaretteButt,503,335,567,562
frame1344.jpg,1000,800,CigaretteButt,109,444,215,534
frame13441.jpg,1000,800,CigaretteButt,407,317,473,535
frame13456.jpg,1000,800,CigaretteButt,337,292,405,518
frame13486.jpg,1000,800,CigaretteButt,158,305,226,523
frame1350.jpg,1000,800,CigaretteButt,109,380,211,467
frame1356.jpg,1000,800,CigaretteButt,114,336,212,428
frame1362.jpg,1000,800,CigaretteButt,117,300,219,392
frame1368.jpg,1000,800,CigaretteButt,111,268,217,356
frame1374.jpg,1000,800,CigaretteButt,120,272,233,368
frame138.jpg,1000,800,CigaretteButt,717,126,789,263
frame1380.jpg,1000,800,CigaretteButt,168,301,278,394
frame1386.jpg,1000,800,CigaretteButt,231,319,339,413
frame1392.jpg,1000,800,CigaretteButt,297,337,405,431
frame1398.jpg,1000,800,CigaretteButt,373,347,486,444
frame1404.jpg,1000,800,CigaretteButt,441,346,558,446
frame144.jpg,1000,800,CigaretteButt,711,123,785,257
frame1440.jpg,1000,800,CigaretteButt,623,302,753,416
frame1446.jpg,1000,800,CigaretteButt,618,248,739,357
frame1452.jpg,1000,800,CigaretteButt,629,180,752,292
frame1458.jpg,1000,800,CigaretteButt,629,151,752,255
frame1464.jpg,1000,800,CigaretteButt,633,113,757,223
frame1470.jpg,1000,800,CigaretteButt,629,91,757,194
frame1476.jpg,1000,800,CigaretteButt,623,79,755,186
frame1482.jpg,1000,800,CigaretteButt,617,80,745,192
frame1488.jpg,1000,800,CigaretteButt,617,79,741,189
frame150.jpg,1000,800,CigaretteButt,705,125,780,261
frame1530.jpg,1000,800,CigaretteButt,591,211,719,323
frame1536.jpg,1000,800,CigaretteButt,592,242,723,355
frame1542.jpg,1000,800,CigaretteButt,596,273,722,384
frame1548.jpg,1000,800,CigaretteButt,603,300,731,405
frame1554.jpg,1000,800,CigaretteButt,601,328,731,434
frame156.jpg,1000,800,CigaretteButt,679,107,752,240
frame1560.jpg,1000,800,CigaretteButt,598,346,724,455
frame1566.jpg,1000,800,CigaretteButt,591,394,717,505
frame1572.jpg,1000,800,CigaretteButt,594,426,722,541
frame1578.jpg,1000,800,CigaretteButt,607,472,729,584
frame162.jpg,1000,800,CigaretteButt,651,108,730,248
frame1620.jpg,1000,800,CigaretteButt,483,468,605,583
frame1626.jpg,1000,800,CigaretteButt,486,446,609,558
frame1632.jpg,1000,800,CigaretteButt,494,430,611,541
frame1638.jpg,1000,800,CigaretteButt,478,414,602,519
frame1644.jpg,1000,800,CigaretteButt,462,396,591,502
frame1650.jpg,1000,800,CigaretteButt,442,370,579,483
frame1656.jpg,1000,800,CigaretteButt,439,375,574,492
frame1662.jpg,1000,800,CigaretteButt,445,344,575,458
frame1668.jpg,1000,800,CigaretteButt,420,345,556,450
frame168.jpg,1000,800,CigaretteButt,636,87,715,224
frame1710.jpg,1000,800,CigaretteButt,279,348,396,441
frame1716.jpg,1000,800,CigaretteButt,257,331,363,420
frame1722.jpg,1000,800,CigaretteButt,224,309,328,422
frame1728.jpg,1000,800,CigaretteButt,213,317,314,402
frame1734.jpg,1000,800,CigaretteButt,212,313,313,401
frame174.jpg,1000,800,CigaretteButt,617,67,695,216
frame1740.jpg,1000,800,CigaretteButt,192,294,294,379
frame1746.jpg,1000,800,CigaretteButt,189,284,297,372
frame1752.jpg,1000,800,CigaretteButt,191,292,301,378
frame1758.jpg,1000,800,CigaretteButt,206,290,303,373
frame18.jpg,1000,800,CigaretteButt,579,461,647,579
frame1800.jpg,1000,800,CigaretteButt,480,586,517,722
frame1806.jpg,1000,800,CigaretteButt,501,596,537,729
frame1812.jpg,1000,800,CigaretteButt,511,573,552,708
frame1818.jpg,1000,800,CigaretteButt,533,556,569,689
frame1824.jpg,1000,800,CigaretteButt,550,562,585,695
frame1830.jpg,1000,800,CigaretteButt,583,555,620,692
frame1836.jpg,1000,800,CigaretteButt,631,550,668,684
frame1842.jpg,1000,800,CigaretteButt,670,542,707,681
frame1848.jpg,1000,800,CigaretteButt,719,562,757,700
frame1890.jpg,1000,800,CigaretteButt,905,558,944,695
frame1896.jpg,1000,800,CigaretteButt,908,511,944,647
frame1902.jpg,1000,800,CigaretteButt,905,470,947,611
frame1908.jpg,1000,800,CigaretteButt,892,416,934,556
frame1914.jpg,1000,800,CigaretteButt,885,350,922,492
frame1920.jpg,1000,800,CigaretteButt,885,306,923,446
frame1926.jpg,1000,800,CigaretteButt,876,264,918,402
frame1932.jpg,1000,800,CigaretteButt,872,225,915,364
frame1938.jpg,1000,800,CigaretteButt,881,191,922,334
frame1974.jpg,1000,800,CigaretteButt,651,280,692,418
frame1980.jpg,1000,800,CigaretteButt,650,351,692,490
frame1986.jpg,1000,800,CigaretteButt,633,370,668,502
frame1992.jpg,1000,800,CigaretteButt,618,380,656,518
frame1998.jpg,1000,800,CigaretteButt,605,386,641,519
frame2004.jpg,1000,800,CigaretteButt,589,385,624,513
frame2010.jpg,1000,800,CigaretteButt,573,383,609,513
frame2016.jpg,1000,800,CigaretteButt,559,381,598,514
frame2022.jpg,1000,800,CigaretteButt,540,389,575,518
frame2028.jpg,1000,800,CigaretteButt,517,397,555,528
frame2034.jpg,1000,800,CigaretteButt,485,391,524,528
frame2040.jpg,1000,800,CigaretteButt,448,392,483,530
